exercise_id,title_en,title_ru,equipment_id,equipment_label,muscles_n,primary_muscles_n,difficulty,duration_min,has_purpose_en,has_purpose_ru,steps_n,contraindications_n,contraindications,video_men,video_girl,poster_men,poster_girl,pose_target_id,form_check_supported,is_stretch,vendor_group,quarantined,summary_eq_steps0_en,summary_eq_steps0_ru,summary_cluster_size,steps_cluster_size,data_quality_status
ea_spider_plank,Spider Plank,Планка «Паук»,,None (Bodyweight),4,1,beginner,10,False,False,4,2,elbow|wrist,exercises/men/Abdominals/spider plank.mp4,,assets/posters/men/ea_spider_plank.jpg,,pushup,True,False,Abdominals,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_ab_wheel_rollout,Standing Ab Wheel Rollout,Выкатывание ролика для пресса стоя,ab_wheel,Ab roller,4,1,beginner,10,False,False,4,0,,exercises/men/Abdominals/Standing Ab Wheel Rollout.mp4,exercises/girl/Abdominals/Standing Ab Wheel Rollout.mp4,assets/posters/men/ea_standing_ab_wheel_rollout.jpg,assets/posters/girl/ea_standing_ab_wheel_rollout.jpg,,False,False,Abdominals,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE
ea_standing_adductor_stretch,Standing Adductor Stretch,Растяжка приводящих мышц стоя,,none,4,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing adductor stretch.mp4,,assets/posters/men/ea_standing_adductor_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_arnold_press_dumbbell,Standing Arnold Press Dumbbell,Жим Арнольда стоя с гантелями,dumbbell,Dumbbells,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/standing arnold press dumbbell.mp4,,assets/posters/men/ea_standing_arnold_press_dumbbell.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_bow_hamstring_stretch,Standing Bow Hamstring Stretch,Растяжка подколенных сухожилий стоя,,none,4,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing bow hamstring stretch.mp4,,assets/posters/men/ea_standing_bow_hamstring_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_cable_hip_flexion,Standing Cable Hip Flexion,Сгибание бедра в блочном тренажере стоя,cable_machine,Cable Pulley Machine,1,0,beginner,10,True,True,5,0,,exercises/men/Legs/Standing Cable Hip Flexion.mp4,exercises/girl/Legs/Standing Cable Hip Flexion.mp4,assets/posters/men/ea_standing_cable_hip_flexion.jpg,assets/posters/girl/ea_standing_cable_hip_flexion.jpg,,False,False,Legs,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PRIMARY_MUSCLES
ea_standing_cable_oblique_twist,Standing Cable Oblique Twist,Скручивания на косые мышцы в блочном тренажере стоя,cable_machine,Cable Pulley Machine,3,1,beginner,10,False,False,4,0,,exercises/men/Abdominals/standing cable oblique twist.mp4,,assets/posters/men/ea_standing_cable_oblique_twist.jpg,,,False,False,Abdominals,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_calf_raise_resistance_band,Standing Calf Raise Resistance Band,Подъёмы на носки стоя с резиновой лентой,resistance_bands,Resistance Band,3,1,beginner,10,False,False,4,1,ankle,exercises/men/Legs/standing calf raise resistance band.mp4,,assets/posters/men/ea_standing_calf_raise_resistance_band.jpg,,calf_raise,True,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_calf_raises_smith_machine,Standing Calf Raises Smith Machine,Подъёмы на носки в машине Смита стоя,smith_machine,Resistance Band,3,1,beginner,10,False,False,4,1,ankle,exercises/men/Legs/standing calf raises smith machine.mp4,,assets/posters/men/ea_standing_calf_raises_smith_machine.jpg,,,False,False,Legs,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_dumbbell_alternate_shoulder_press,Standing Dumbbell Alternate Shoulder Press,Жим гантелей над головой поочередно стоя,dumbbell,Dumbbells,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/standing dumbbell alternate shoulder press.mp4,,assets/posters/men/ea_standing_dumbbell_alternate_shoulder_press.jpg,,overhead_press,True,False,Shoulders,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_standing_front_raise_dumbbell,Standing Front Raise Dumbbell,Подъёмы гантелей перед собой стоя,dumbbell,Dumbbells,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/standing front raise dumbbell.mp4,,assets/posters/men/ea_standing_front_raise_dumbbell.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_gastrocnemius_stretch,Standing Gastrocnemius Stretch,Растяжка икроножной мышцы стоя,adjustable_bench,Bench,2,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing gastrocnemius stretch.mp4,,assets/posters/men/ea_standing_gastrocnemius_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_hamstring_calf_stretch_with_resistance_band,Standing Hamstring Calf Stretch with Resistance Band,Растяжка бицепса бедра и икроножной мышцы стоя с резиновой лентой,resistance_bands,Resistance Band,4,1,beginner,10,False,False,4,1,ankle,exercises/men/Stretching - Mobility/standing hamstring calf stretch with resistance band.mp4,,assets/posters/men/ea_standing_hamstring_calf_stretch_with_resistance_band.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_lat_cable_pull_over,Standing Lat Cable Pull Over,Пуловер в блочном тренажере стоя,cable_machine,Cable Pulley Machine,3,1,beginner,10,False,False,4,0,,exercises/men/Back/standing lat cable pull over.mp4,,assets/posters/men/ea_standing_lat_cable_pull_over.jpg,,,False,False,Back,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_lateral_stretch,Standing Lateral Stretch,Растяжка боковых мышц стоя,,None,1,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing lateral stretch.mp4,,assets/posters/men/ea_standing_lateral_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_leg_elevated_hamstring_stretch,Standing Leg Elevated Hamstring Stretch,Растяжка бицепса бедра стоя с поднятой ногой,adjustable_bench,Bench,3,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing leg elevated hamstring stretch.mp4,,assets/posters/men/ea_standing_leg_elevated_hamstring_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_oblique_crunch,Standing Oblique Crunch,Скручивания на косые мышцы стоя,,None,4,1,beginner,10,False,False,4,2,lower_back|neck,exercises/men/Abdominals/standing oblique crunch.mp4,,assets/posters/men/ea_standing_oblique_crunch.jpg,,situp,True,False,Abdominals,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_one_arm_chest_stretch,Standing One Arm Chest Stretch,Растяжка грудных мышц одной рукой стоя,,None,3,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing one arm chest stretch.mp4,,assets/posters/men/ea_standing_one_arm_chest_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_overhand_shoulder_stretch,Standing Overhand Shoulder Stretch,Растяжка плеч над головой стоя,,None,3,1,beginner,10,False,False,4,0,,exercises/men/Shoulders/standing overhand shoulder stretch.mp4,,assets/posters/men/ea_standing_overhand_shoulder_stretch.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_quadriceps_stretch,Standing Quadriceps Stretch,Растяжка квадрицепса стоя,,None,2,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing quadriceps stretch.mp4,exercises/girl/Stretching - Mobility/Standing Quadriceps Stretch.mp4,assets/posters/men/ea_standing_quadriceps_stretch.jpg,assets/posters/girl/ea_standing_quadriceps_stretch.jpg,,False,True,Stretching - Mobility,False,True,True,2,2,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;SHARED_SUMMARY;SHARED_STEPS
ea_standing_quadriceps_stretch_side_angle,Standing Quadriceps Stretch Side Angle,"Растяжка квадрицепса стоя, вид сбоку",,None,2,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/Standing quadriceps stretch side angle.mp4,,assets/posters/men/ea_standing_quadriceps_stretch_side_angle.jpg,,,False,True,Stretching - Mobility,False,True,True,2,2,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY;SHARED_STEPS
ea_standing_reverse_shoulder_stretch,Standing Reverse Shoulder Stretch,Обратная растяжка плеч стоя,,None,2,1,beginner,10,False,False,4,0,,exercises/men/Shoulders/standing reverse shoulder stretch.mp4,,assets/posters/men/ea_standing_reverse_shoulder_stretch.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_shoulder_press_dumbbell,Standing Shoulder Press Dumbbell,Жим гантелей стоя,dumbbell,Dumbbells,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Standing shoulder press dumbbell.mp4,,assets/posters/men/ea_standing_shoulder_press_dumbbell.jpg,,overhead_press,True,False,Shoulders,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_standing_side_leg_raises,Standing Side Leg Raises,Подъёмы ног в сторону стоя,,None,1,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Standing Side leg raises.mp4,,assets/posters/men/ea_standing_side_leg_raises.jpg,,,False,False,Legs,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_side_slope_stretch,Standing Side Slope Stretch,Растяжка боковых мышц стоя с наклоном,,None,2,1,beginner,10,False,False,4,0,,exercises/men/Stretching - Mobility/standing side slope stretch.mp4,,assets/posters/men/ea_standing_side_slope_stretch.jpg,,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_straight_leg_hamstring_stretch,Standing Straight-leg Hamstring Stretch,Растяжка бицепса бедра стоя с прямой ногой,,None (Bodyweight),0,0,beginner,10,True,True,5,0,,exercises/men/Stretching - Mobility/Standing Straight-Leg Hamstring Stretch.mp4,exercises/girl/Stretching - Mobility/Standing Straight-Leg Hamstring Stretch.mp4,assets/posters/men/ea_standing_straight_leg_hamstring_stretch.jpg,assets/posters/girl/ea_standing_straight_leg_hamstring_stretch.jpg,,False,True,Stretching - Mobility,False,True,True,1,1,NO_EQUIPMENT_ID;NO_CONTRAINDICATION_TAGS;NO_MUSCLES;NO_PRIMARY_MUSCLES
ea_standing_swimmer,Standing Swimmer,Пловец стоя,,None,3,2,beginner,10,False,False,3,1,upper_back,exercises/men/Shoulders/standing swimmer.mp4,,assets/posters/men/ea_standing_swimmer.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_toe_touch,Standing Toe Touch,Касание носков стоя,,None,5,2,beginner,10,False,False,4,1,lower_back,exercises/men/Calisthenics-Cardio-Plyo-Functional/standing toe touch.mp4,,assets/posters/men/ea_standing_toe_touch.jpg,,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_standing_y_raise,Standing Y Raise,Подъёмы рук в форме Y стоя,,None,2,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/standing y raise.mp4,,assets/posters/men/ea_standing_y_raise.jpg,,,False,False,Shoulders,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_star_crunches,Star Crunches,Скручивания «Звезда»,,None,4,1,beginner,10,False,False,4,2,lower_back|neck,exercises/men/Abdominals/star crunches.mp4,,assets/posters/men/ea_star_crunches.jpg,,situp,True,False,Abdominals,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_star_jump,Star Jump,Прыжок «Звезда»,,None,6,3,beginner,10,False,False,4,2,ankle|knee,exercises/men/Calisthenics-Cardio-Plyo-Functional/star jump.mp4,,assets/posters/men/ea_star_jump.jpg,,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_stationary_exercise_bike,Stationary Exercise Bike,Велотренажер,exercise_bike,Stationary Exercise Bike,5,2,beginner,10,False,False,4,0,,exercises/men/Calisthenics-Cardio-Plyo-Functional/Stationary Exercise Bike.mp4,,assets/posters/men/ea_stationary_exercise_bike.jpg,,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_step_up_on_chair_bodyweight,Step Up on Chair Bodyweight,Зашагивания на стул с собственным весом,,None,5,2,beginner,10,False,False,4,2,hip|knee,exercises/men/Legs/step up on chair bodyweight.mp4,,assets/posters/men/ea_step_up_on_chair_bodyweight.jpg,,lunge,True,False,Legs,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_stepmill_machine_steps,Stepmill Machine Steps,Шаги на степмилле,stair_climber,Machine,0,0,beginner,10,True,True,5,1,knee,exercises/men/Calisthenics-Cardio-Plyo-Functional/Stepmill machine Steps.mp4,exercises/girl/Calisthenics-Cardio-Plyo-Functional/Stepmill Machine Steps.mp4,assets/posters/men/ea_stepmill_machine_steps.jpg,assets/posters/girl/ea_stepmill_machine_steps.jpg,,False,False,Calisthenics-Cardio-Plyo-Functional,False,True,True,1,1,NO_MUSCLES;NO_PRIMARY_MUSCLES
ea_straight_arm_cable_lat_pull_down,Straight Arm Cable Lat Pull Down,Тяга верхнего блока прямыми руками,cable_machine,Cable Pulley Machine,1,0,beginner,10,True,True,5,0,,exercises/men/Back/Straight Arm Cable Lat Pull Down.mp4,exercises/girl/Back/Straight Arm Cable Lat Pull Down.mp4,assets/posters/men/ea_straight_arm_cable_lat_pull_down.jpg,assets/posters/girl/ea_straight_arm_cable_lat_pull_down.jpg,,False,False,Back,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PRIMARY_MUSCLES
ea_straight_bar_cable_pull_down,Straight Bar Cable Pull Down,Тяга верхнего блока прямым грифом,lat_pulldown,Lat Pull Down Machine (Cable),5,1,beginner,10,False,False,4,0,,exercises/men/Back/straight bar cable pull down.mp4,,assets/posters/men/ea_straight_bar_cable_pull_down.jpg,,,False,False,Back,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP
ea_straight_bar_cable_row_close_grip,Straight Bar Cable Row Close Grip,Тяга блока к поясу прямым грифом узким хватом,seated_row_machine,Cable Row Machine,5,1,beginner,10,False,False,4,2,elbow|upper_back,exercises/men/Back/straight bar cable row close grip.mp4,,assets/posters/men/ea_straight_bar_cable_row_close_grip.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_straight_bar_cable_row_normal_grip,Straight Bar Cable Row Normal Grip,Тяга блока к поясу прямым грифом обычным хватом,seated_row_machine,Cable Row Machine,5,1,beginner,10,False,False,4,1,upper_back,exercises/men/Back/straight bar cable row normal grip.mp4,,assets/posters/men/ea_straight_bar_cable_row_normal_grip.jpg,,,False,False,Back,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_sumo_squat_in_between_legs_resistance_band,Sumo Squat in Between Legs Resistance Band,Присед сумо с резиновой лентой между ног,resistance_bands,Resistance Band,4,2,beginner,10,False,False,4,3,ankle|hip|knee,exercises/men/Legs/sumo squat in between legs resistance band.mp4,,assets/posters/men/ea_sumo_squat_in_between_legs_resistance_band.jpg,,squat,True,False,Legs,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_sumo_squat_over_shoulder_resistance_band,Sumo Squat Over Shoulder Resistance Band,Присед сумо с резиновой лентой через плечо,resistance_bands,Resistance Band,5,2,beginner,10,False,False,4,3,ankle|hip|knee,exercises/men/Legs/Sumo squat over shoulder resistance band.mp4,,assets/posters/men/ea_sumo_squat_over_shoulder_resistance_band.jpg,,squat,True,False,Legs,False,True,True,2,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_superman,Superman,Супермен,,None,4,2,beginner,10,False,False,4,1,lower_back,exercises/men/Back/superman.mp4,,assets/posters/men/ea_superman.jpg,,,False,False,Back,False,True,True,3,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_superman_holds,Superman Holds,Супермен (удержание),,None,4,2,beginner,10,False,False,4,1,lower_back,exercises/men/Yoga/superman holds.mp4,,assets/posters/men/ea_superman_holds.jpg,,,False,True,Yoga,False,True,True,3,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_superman_pulls,Superman Pulls,Супермен (тяги),,None,4,2,beginner,10,False,False,4,1,lower_back,exercises/men/Back/superman pulls.mp4,,assets/posters/men/ea_superman_pulls.jpg,,,False,False,Back,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_superman_pulls_resistance_band,Superman Pulls Resistance Band,Супермен (тяги с резиновой лентой),resistance_bands,Resistance Band,5,3,beginner,10,False,False,4,1,lower_back,exercises/men/Back/superman pulls resistance band.mp4,,assets/posters/men/ea_superman_pulls_resistance_band.jpg,,,False,False,Back,False,True,True,3,1,NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_supine_push_up,Supine Push Up,Подъём верхней части спины лёжа,,None,4,2,beginner,10,False,False,4,4,elbow|shoulder|upper_back|wrist,exercises/men/Back/Supine Push up.mp4,,assets/posters/men/ea_supine_push_up.jpg,,pushup,True,False,Back,False,True,True,1,1,NO_EQUIPMENT_ID;NO_PURPOSE;NO_FEMALE_CLIP
ea_suspension_trainer_with_grips_abdominal_fallout,Suspension Trainer with Grips Abdominal Fallout,Отведение рук в петлях TRX,trx,Suspension Trainer,4,1,beginner,10,False,False,4,0,,exercises/men/Abdominals/Suspension Trainer with Grips Abdominal Fallout.mp4,exercises/girl/Abdominals/Suspension Trainer with Grips Abdominal Fallout.mp4,assets/posters/men/ea_suspension_trainer_with_grips_abdominal_fallout.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_abdominal_fallout.jpg,,False,False,Abdominals,False,True,True,1,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE
ea_suspension_trainer_with_grips_bent_knee_inverted_row,Suspension Trainer with Grips Bent Knee Inverted Row,Тяга в петлях TRX с согнутыми коленями,trx,Suspension Trainer,5,2,beginner,10,False,False,4,1,upper_back,exercises/men/Back/Suspension Trainer with Grips Bent Knee Inverted Row.mp4,exercises/girl/Back/Suspension Trainer with Grips Bent Knee Inverted Row.mp4,assets/posters/men/ea_suspension_trainer_with_grips_bent_knee_inverted_row.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_bent_knee_inverted_row.jpg,,False,False,Back,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_chest_fly,Suspension Trainer with Grips Chest Fly,Разведение рук в петлях TRX,trx,Suspension Trainer,4,1,beginner,10,False,False,4,1,shoulder,exercises/men/Chest/Suspension Trainer with Grips Chest Fly.mp4,exercises/girl/Chest/Suspension Trainer with Grips Chest Fly.mp4,assets/posters/men/ea_suspension_trainer_with_grips_chest_fly.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_chest_fly.jpg,,False,False,Chest,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_chin_up,Suspension Trainer with Grips Chin-up,Подтягивания в петлях TRX обратным хватом,trx,Suspension Trainer,4,2,beginner,10,False,False,4,2,elbow|shoulder,exercises/men/Back/Suspension Trainer with Grips Chin-up.mp4,exercises/girl/Back/Suspension Trainer with Grips Chin-up.mp4,assets/posters/men/ea_suspension_trainer_with_grips_chin_up.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_chin_up.jpg,,False,False,Back,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_decline_push_up,Suspension Trainer with Grips Decline Push-up,Отжимания в петлях TRX (ноги выше головы),trx,Suspension Trainer,4,1,beginner,10,False,False,4,3,elbow|shoulder|wrist,exercises/men/Chest/Suspension Trainer with Grips Decline Push-up.mp4,,assets/posters/men/ea_suspension_trainer_with_grips_decline_push_up.jpg,,,False,False,Chest,False,True,True,1,1,NO_PURPOSE;NO_FEMALE_CLIP
ea_suspension_trainer_with_grips_face_pull,Suspension Trainer with Grips Face Pull,Тяга к лицу в петлях TRX,trx,Suspension Trainer,3,1,beginner,10,False,False,4,2,shoulder|upper_back,exercises/men/Shoulders/Suspension Trainer with Grips Face Pull.mp4,exercises/girl/Shoulders/Suspension Trainer with Grips Face Pull.mp4,assets/posters/men/ea_suspension_trainer_with_grips_face_pull.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_face_pull.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_front_raise,Suspension Trainer with Grips Front Raise,Подъёмы рук вперёд в петлях TRX,trx,Suspension Trainer,3,1,beginner,10,False,False,4,1,shoulder,exercises/men/Shoulders/Suspension Trainer with Grips Front Raise.mp4,exercises/girl/Shoulders/Suspension Trainer with Grips Front Raise.mp4,assets/posters/men/ea_suspension_trainer_with_grips_front_raise.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_front_raise.jpg,,False,False,Shoulders,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_hanging_knees_to_elbows,Suspension Trainer with Grips Hanging Knees to Elbows,Подъём коленей к локтям в висе на петлях TRX,trx,Suspension Trainer,5,1,beginner,10,False,False,4,0,,exercises/men/Abdominals/Suspension Trainer with Grips Hanging Knees to Elbows.mp4,,assets/posters/men/ea_suspension_trainer_with_grips_hanging_knees_to_elbows.jpg,,,False,False,Abdominals,False,True,True,3,1,NO_CONTRAINDICATION_TAGS;NO_PURPOSE;NO_FEMALE_CLIP;SHARED_SUMMARY
ea_suspension_trainer_with_grips_hanging_leg_hip_raise,Suspension Trainer with Grips Hanging Leg Hip Raise,Подъём ног и таза в висе на петлях TRX,trx,Suspension Trainer,5,2,beginner,10,False,False,4,1,lower_back,exercises/men/Abdominals/Suspension Trainer with Grips Hanging Leg Hip Raise.mp4,exercises/girl/Abdominals/Suspension Trainer with Grips Hanging Leg Hip Raise.mp4,assets/posters/men/ea_suspension_trainer_with_grips_hanging_leg_hip_raise.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_hanging_leg_hip_raise.jpg,,False,False,Abdominals,False,True,True,3,1,NO_PURPOSE;SHARED_SUMMARY
ea_suspension_trainer_with_grips_hanging_straight_leg_hip_raise,Suspension Trainer with Grips Hanging Straight Leg Hip Raise,Подъём прямых ног в висе на петлях для функционального тренинга,trx,Suspension Trainer,5,2,beginner,10,False,False,4,1,lower_back,exercises/men/Abdominals/Suspension Trainer with Grips Hanging Straight Leg Hip Raise.mp4,exercises/girl/Abdominals/Suspension Trainer with Grips Hanging Straight Leg Hip Raise.mp4,assets/posters/men/ea_suspension_trainer_with_grips_hanging_straight_leg_hip_raise.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_hanging_straight_leg_hip_raise.jpg,,False,False,Abdominals,False,True,True,3,1,NO_PURPOSE;SHARED_SUMMARY
ea_suspension_trainer_with_grips_high_row,Suspension Trainer with Grips High Row,Высокая тяга в петлях для функционального тренинга,trx,Suspension Trainer,5,2,beginner,10,False,False,4,1,upper_back,exercises/men/Back/Suspension Trainer with Grips High Row.mp4,exercises/girl/Back/Suspension Trainer with Grips High Row.mp4,assets/posters/men/ea_suspension_trainer_with_grips_high_row.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_high_row.jpg,,False,False,Back,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_hip_bridge,Suspension Trainer with Grips Hip Bridge,Ягодичный мост в петлях для функционального тренинга,trx,Suspension Trainer,4,1,beginner,10,False,False,4,1,hip,exercises/men/Legs/Suspension Trainer with Grips Hip Bridge.mp4,exercises/girl/Legs/Suspension Trainer with Grips Hip Bridge.mp4,assets/posters/men/ea_suspension_trainer_with_grips_hip_bridge.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_hip_bridge.jpg,,False,False,Legs,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_inverted_row,Suspension Trainer with Grips Inverted Row,Обратная тяга в петлях для функционального тренинга,trx,Suspension Trainer,6,2,beginner,10,False,False,4,1,upper_back,exercises/men/Shoulders/Suspension Trainer with Grips Inverted Row.mp4,exercises/girl/Back/Suspension Trainer with Grips Inverted Row.mp4,assets/posters/men/ea_suspension_trainer_with_grips_inverted_row.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_inverted_row.jpg,,False,False,Back,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_inverted_row_arm_twist,Suspension Trainer with Grips Inverted Row Arm Twist,Обратная тяга в петлях для функционального тренинга с поворотом рук,trx,Suspension Trainer,5,2,beginner,10,False,False,4,1,upper_back,exercises/men/Back/Suspension Trainer with Grips Inverted Row Arm Twist.mp4,exercises/girl/Back/Suspension Trainer with Grips Inverted Row Arm Twist.mp4,assets/posters/men/ea_suspension_trainer_with_grips_inverted_row_arm_twist.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_inverted_row_arm_twist.jpg,,False,False,Back,False,True,True,1,1,NO_PURPOSE
ea_suspension_trainer_with_grips_inverted_row_on_floor,Suspension Trainer with Grips Inverted Row on Floor,Обратная тяга в петлях для функционального тренинга на полу,trx,Suspension Trainer,1,0,beginner,10,True,True,5,1,upper_back,exercises/men/Shoulders/Suspension Trainer with Grips Inverted Row on floor.mp4,exercises/girl/Shoulders/Suspension Trainer with Grips Inverted Row on floor.mp4,assets/posters/men/ea_suspension_trainer_with_grips_inverted_row_on_floor.jpg,assets/posters/girl/ea_suspension_trainer_with_grips_inverted_row_on_floor.jpg,,False,False,Shoulders,False,True,True,2,1,NO_PRIMARY_MUSCLES;SHARED_SUMMARY
